序号,名字,品质,类型,属性掉落ID,属性最大等级,被动最大等级,图标,介绍
1233011,破山剑,3,2,32311,12,6,CommonSword03_Tex,未开锋刃的重剑，看着暗淡无光，却可以轻易斩破宝山巨石。
1333011,点金枪,3,3,33311,12,6,CommonSpear03_Tex,枪头锋利，枪杆却很轻，操作灵活，可斩可刺，收放极快，令敌人防不胜防。
1433011,神臂弓,3,4,34311,12,6,CommonBow03_Tex,制作精良的弓，威力强大，射程和箭速都数上乘，只是此弓沉重无比，一般人可举不动。
1533011,泥金羽扇,3,5,35311,12,6,CommonFan03_Tex,金石为柄，雕翎为扇，再以金丝勾边，做工极其精良。不仅是力量，更是身份和地位的象征。
1133012,鸣鸿刀,3,1,31312,12,6,CommonKnife03_Tex,相传此刀乃是金剑出炉之时，剩余的原料自发流向炉底，冷却后自成的宝刀。
1233012,破山剑,3,2,32312,12,6,CommonSword03_Tex,未开锋刃的重剑，看着暗淡无光，却可以轻易斩破宝山巨石。
1333012,点金枪,3,3,33312,12,6,CommonSpear03_Tex,枪头锋利，枪杆却很轻，操作灵活，可斩可刺，收放极快，令敌人防不胜防。
1433012,神臂弓,3,4,34312,12,6,CommonBow03_Tex,制作精良的弓，威力强大，射程和箭速都数上乘，只是此弓沉重无比，一般人可举不动。
1533012,泥金羽扇,3,5,35312,12,6,CommonFan03_Tex,金石为柄，雕翎为扇，再以金丝勾边，做工极其精良。不仅是力量，更是身份和地位的象征。
1133013,鸣鸿刀,3,1,31313,12,6,CommonKnife03_Tex,相传此刀乃是金剑出炉之时，剩余的原料自发流向炉底，冷却后自成的宝刀。
1233013,破山剑,3,2,32313,12,6,CommonSword03_Tex,未开锋刃的重剑，看着暗淡无光，却可以轻易斩破宝山巨石。
1333013,点金枪,3,3,33313,12,6,CommonSpear03_Tex,枪头锋利，枪杆却很轻，操作灵活，可斩可刺，收放极快，令敌人防不胜防。
1433013,神臂弓,3,4,34313,12,6,CommonBow03_Tex,制作精良的弓，威力强大，射程和箭速都数上乘，只是此弓沉重无比，一般人可举不动。
1533013,泥金羽扇,3,5,35313,12,6,CommonFan03_Tex,金石为柄，雕翎为扇，再以金丝勾边，做工极其精良。不仅是力量，更是身份和地位的象征。
1133014,鸣鸿刀,3,1,31314,12,6,CommonKnife03_Tex,相传此刀乃是金剑出炉之时，剩余的原料自发流向炉底，冷却后自成的宝刀。
1233014,破山剑,3,2,32314,12,6,CommonSword03_Tex,未开锋刃的重剑，看着暗淡无光，却可以轻易斩破宝山巨石。
1333014,点金枪,3,3,33314,12,6,CommonSpear03_Tex,枪头锋利，枪杆却很轻，操作灵活，可斩可刺，收放极快，令敌人防不胜防。
1433014,神臂弓,3,4,34314,12,6,CommonBow03_Tex,制作精良的弓，威力强大，射程和箭速都数上乘，只是此弓沉重无比，一般人可举不动。
1533014,泥金羽扇,3,5,35314,12,6,CommonFan03_Tex,金石为柄，雕翎为扇，再以金丝勾边，做工极其精良。不仅是力量，更是身份和地位的象征。
1133015,鸣鸿刀,3,1,31315,12,6,CommonKnife03_Tex,相传此刀乃是金剑出炉之时，剩余的原料自发流向炉底，冷却后自成的宝刀。
1233015,破山剑,3,2,32315,12,6,CommonSword03_Tex,未开锋刃的重剑，看着暗淡无光，却可以轻易斩破宝山巨石。
1333015,点金枪,3,3,33315,12,6,CommonSpear03_Tex,枪头锋利，枪杆却很轻，操作灵活，可斩可刺，收放极快，令敌人防不胜防。
1433015,神臂弓,3,4,34315,12,6,CommonBow03_Tex,制作精良的弓，威力强大，射程和箭速都数上乘，只是此弓沉重无比，一般人可举不动。
1533015,泥金羽扇,3,5,35315,12,6,CommonFan03_Tex,金石为柄，雕翎为扇，再以金丝勾边，做工极其精良。不仅是力量，更是身份和地位的象征。
1133016,鸣鸿刀,3,1,31316,12,6,CommonKnife03_Tex,相传此刀乃是金剑出炉之时，剩余的原料自发流向炉底，冷却后自成的宝刀。
1233016,破山剑,3,2,32316,12,6,CommonSword03_Tex,未开锋刃的重剑，看着暗淡无光，却可以轻易斩破宝山巨石。
1333016,点金枪,3,3,33316,12,6,CommonSpear03_Tex,枪头锋利，枪杆却很轻，操作灵活，可斩可刺，收放极快，令敌人防不胜防。
1433016,神臂弓,3,4,34316,12,6,CommonBow03_Tex,制作精良的弓，威力强大，射程和箭速都数上乘，只是此弓沉重无比，一般人可举不动。
1533016,泥金羽扇,3,5,35316,12,6,CommonFan03_Tex,金石为柄，雕翎为扇，再以金丝勾边，做工极其精良。不仅是力量，更是身份和地位的象征。
1133017,鸣鸿刀,3,1,31317,12,6,CommonKnife03_Tex,相传此刀乃是金剑出炉之时，剩余的原料自发流向炉底，冷却后自成的宝刀。
1233017,破山剑,3,2,32317,12,6,CommonSword03_Tex,未开锋刃的重剑，看着暗淡无光，却可以轻易斩破宝山巨石。
1333017,点金枪,3,3,33317,12,6,CommonSpear03_Tex,枪头锋利，枪杆却很轻，操作灵活，可斩可刺，收放极快，令敌人防不胜防。
1433017,神臂弓,3,4,34317,12,6,CommonBow03_Tex,制作精良的弓，威力强大，射程和箭速都数上乘，只是此弓沉重无比，一般人可举不动。
1533017,泥金羽扇,3,5,35317,12,6,CommonFan03_Tex,金石为柄，雕翎为扇，再以金丝勾边，做工极其精良。不仅是力量，更是身份和地位的象征。
1133018,鸣鸿刀,3,1,31318,12,6,CommonKnife03_Tex,相传此刀乃是金剑出炉之时，剩余的原料自发流向炉底，冷却后自成的宝刀。
1233018,破山剑,3,2,32318,12,6,CommonSword03_Tex,未开锋刃的重剑，看着暗淡无光，却可以轻易斩破宝山巨石。
1333018,点金枪,3,3,33318,12,6,CommonSpear03_Tex,枪头锋利，枪杆却很轻，操作灵活，可斩可刺，收放极快，令敌人防不胜防。
1433018,神臂弓,3,4,34318,12,6,CommonBow03_Tex,制作精良的弓，威力强大，射程和箭速都数上乘，只是此弓沉重无比，一般人可举不动。
1533018,泥金羽扇,3,5,35318,12,6,CommonFan03_Tex,金石为柄，雕翎为扇，再以金丝勾边，做工极其精良。不仅是力量，更是身份和地位的象征。
1133019,鸣鸿刀,3,1,31319,12,6,CommonKnife03_Tex,相传此刀乃是金剑出炉之时，剩余的原料自发流向炉底，冷却后自成的宝刀。
1233019,破山剑,3,2,32319,12,6,CommonSword03_Tex,未开锋刃的重剑，看着暗淡无光，却可以轻易斩破宝山巨石。
1333019,点金枪,3,3,33319,12,6,CommonSpear03_Tex,枪头锋利，枪杆却很轻，操作灵活，可斩可刺，收放极快，令敌人防不胜防。
1433019,神臂弓,3,4,34319,12,6,CommonBow03_Tex,制作精良的弓，威力强大，射程和箭速都数上乘，只是此弓沉重无比，一般人可举不动。
1533019,泥金羽扇,3,5,35319,12,6,CommonFan03_Tex,金石为柄，雕翎为扇，再以金丝勾边，做工极其精良。不仅是力量，更是身份和地位的象征。
1142001,沉虹斩,4,1,41201,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1242001,吞影,4,2,42201,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1342001,破阵,4,3,43201,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1442001,九天,4,4,44201,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1542001,片翼,4,5,45201,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1142002,沉虹斩,4,1,41202,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1242002,吞影,4,2,42202,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1342002,破阵,4,3,43202,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1442002,九天,4,4,44202,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1542002,片翼,4,5,45202,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1142003,沉虹斩,4,1,41203,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1242003,吞影,4,2,42203,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1342003,破阵,4,3,43203,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1442003,九天,4,4,44203,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1542003,片翼,4,5,45203,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1142004,沉虹斩,4,1,41204,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1242004,吞影,4,2,42204,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1342004,破阵,4,3,43204,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1442004,九天,4,4,44204,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1542004,片翼,4,5,45204,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1142005,沉虹斩,4,1,41205,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1242005,吞影,4,2,42205,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1342005,破阵,4,3,43205,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1442005,九天,4,4,44205,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1542005,片翼,4,5,45205,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1142006,沉虹斩,4,1,41206,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1242006,吞影,4,2,42206,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1342006,破阵,4,3,43206,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1442006,九天,4,4,44206,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1542006,片翼,4,5,45206,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1142007,沉虹斩,4,1,41207,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1242007,吞影,4,2,42207,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1342007,破阵,4,3,43207,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1442007,九天,4,4,44207,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1542007,片翼,4,5,45207,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1142008,沉虹斩,4,1,41208,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1242008,吞影,4,2,42208,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1342008,破阵,4,3,43208,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1442008,九天,4,4,44208,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1542008,片翼,4,5,45208,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1142009,沉虹斩,4,1,41209,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1242009,吞影,4,2,42209,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1342009,破阵,4,3,43209,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1442009,九天,4,4,44209,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1542009,片翼,4,5,45209,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1142010,沉虹斩,4,1,41210,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1242010,吞影,4,2,42210,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1342010,破阵,4,3,43210,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1442010,九天,4,4,44210,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1542010,片翼,4,5,45210,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1142011,沉虹斩,4,1,41211,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1242011,吞影,4,2,42211,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1342011,破阵,4,3,43211,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1442011,九天,4,4,44211,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1542011,片翼,4,5,45211,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1142012,沉虹斩,4,1,41212,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1242012,吞影,4,2,42212,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1342012,破阵,4,3,43212,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1442012,九天,4,4,44212,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1542012,片翼,4,5,45212,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1142013,沉虹斩,4,1,41213,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1242013,吞影,4,2,42213,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1342013,破阵,4,3,43213,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1442013,九天,4,4,44213,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1542013,片翼,4,5,45213,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1142014,沉虹斩,4,1,41214,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1242014,吞影,4,2,42214,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1342014,破阵,4,3,43214,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1442014,九天,4,4,44214,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1542014,片翼,4,5,45214,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1142015,沉虹斩,4,1,41215,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1242015,吞影,4,2,42215,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1342015,破阵,4,3,43215,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1442015,九天,4,4,44215,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1542015,片翼,4,5,45215,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1142016,沉虹斩,4,1,41216,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1242016,吞影,4,2,42216,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1342016,破阵,4,3,43216,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1442016,九天,4,4,44216,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1542016,片翼,4,5,45216,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1142017,沉虹斩,4,1,41217,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1242017,吞影,4,2,42217,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1342017,破阵,4,3,43217,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1442017,九天,4,4,44217,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1542017,片翼,4,5,45217,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1142018,沉虹斩,4,1,41218,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1242018,吞影,4,2,42218,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1342018,破阵,4,3,43218,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1442018,九天,4,4,44218,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1542018,片翼,4,5,45218,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1143001,沉虹斩,4,1,41301,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1243001,吞影,4,2,42301,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1343001,破阵,4,3,43301,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1443001,九天,4,4,44301,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1543001,片翼,4,5,45301,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1143002,沉虹斩,4,1,41302,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1243002,吞影,4,2,42302,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1343002,破阵,4,3,43302,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1443002,九天,4,4,44302,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1543002,片翼,4,5,45302,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1143003,沉虹斩,4,1,41303,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1243003,吞影,4,2,42303,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1343003,破阵,4,3,43303,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1443003,九天,4,4,44303,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1543003,片翼,4,5,45303,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1143004,沉虹斩,4,1,41304,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1243004,吞影,4,2,42304,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1343004,破阵,4,3,43304,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1443004,九天,4,4,44304,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1543004,片翼,4,5,45304,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1143005,沉虹斩,4,1,41305,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1243005,吞影,4,2,42305,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1343005,破阵,4,3,43305,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1443005,九天,4,4,44305,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1543005,片翼,4,5,45305,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1143006,沉虹斩,4,1,41306,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1243006,吞影,4,2,42306,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1343006,破阵,4,3,43306,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1443006,九天,4,4,44306,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1543006,片翼,4,5,45306,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1143007,沉虹斩,4,1,41307,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1243007,吞影,4,2,42307,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1343007,破阵,4,3,43307,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1443007,九天,4,4,44307,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1543007,片翼,4,5,45307,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1143008,沉虹斩,4,1,41308,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1243008,吞影,4,2,42308,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1343008,破阵,4,3,43308,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1443008,九天,4,4,44308,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1543008,片翼,4,5,45308,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1143009,沉虹斩,4,1,41309,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1243009,吞影,4,2,42309,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1343009,破阵,4,3,43309,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
